gold_example_id,match_id,season,snapshot_over,sft_bucket,scenario_tag,review_priority,required_run_rate,wickets_in_hand,prompt,label_status,gold_probability,gold_analysis,reviewer_notes
gold_011,1178394,2019,14,interesting,balanced_chase,high,10.166666666666666,5,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Sunrisers Hyderabad chasing 137 set by Mumbai Indians
Venue: Rajiv Gandhi International Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Sunrisers Hyderabad chose to field first

End of Over 14:
Score: 76/5 (84 balls faced)
Need: 61 off 36 (RRR: 10.17)
Current run rate: 5.43

Momentum:
Last over: 3
Last 3 overs: 15 runs, 1 wickets
Last 5 overs: Dot% 47% | Boundary% 3%

Batters:
Mohammad Nabi (chase SR 126, death SR 161) (career data limited)
DJ Hooda (chase SR 126, death SR 161) (career data limited)
Partnership: 16b, 14r

Last over bowler: RD Chahar (4/4 overs used, death econ 10.77, death wkts/ov 0.49) (career data limited)
Next over: different bowler.

Venue context (Rajiv Gandhi International Stadium):
Surface: balanced, medium boundaries
Chase rate: 58% (55 matches)
Avg 2nd inns: 150
Death RPO: 9.5
Dew: Low evenings

Win probability for Sunrisers Hyderabad?",approved,0.21,"This has become a difficult chase for Sunrisers Hyderabad and they need the game to swing quickly back their way. Run rate pressure is severe here: they need 10.17, but the innings has only run at 5.43 so far.",assistant_authored_gold_v1
gold_012,1175362,2019,16,interesting,death_overs_tension,high,10.25,7,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Royal Challengers Bengaluru chasing 188 set by Mumbai Indians
Venue: M.Chinnaswamy Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Royal Challengers Bengaluru chose to field first

End of Over 16:
Score: 147/3 (96 balls faced)
Need: 41 off 24 (RRR: 10.25)
Current run rate: 9.19

Momentum:
Last over: 20
Last 3 overs: 34 runs, 1 wickets
Last 5 overs: Dot% 23% | Boundary% 20%

Batters:
SO Hetmyer (chase SR 126, death SR 161) (career data limited)
AB de Villiers (chase SR 162, death SR 223)
Partnership: 14b, 31r

Last over bowler: SL Malinga (3/4 overs used, death econ 9.40, death wkts/ov 0.27)
Next over: different bowler.

Venue context (M.Chinnaswamy Stadium):
Surface: batting-friendly, short boundaries
Chase rate: 57% (67 matches)
Avg 2nd inns: 155
Death RPO: 11.1
Dew: Medium evenings

Win probability for Royal Challengers Bengaluru?",approved,0.80,"Royal Challengers Bengaluru are well placed now, although they still need one clean passage rather than a sloppy finish. Recent scoring gives them a pulse here: 34 off the last three overs has stopped the equation from running away. There is enough finishing quality in the current pair to keep a demanding finish alive. There is still enough batting left to absorb one mistake and keep the chase going.",assistant_authored_gold_v1
gold_013,1178404,2019,18,interesting,death_overs_tension,high,12.0,5,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Chennai Super Kings chasing 162 set by Kolkata Knight Riders
Venue: Eden Gardens
Match type: Evening (7:30 PM IST, dew likely)
Toss: Chennai Super Kings chose to field first

End of Over 18:
Score: 138/5 (108 balls faced)
Need: 24 off 12 (RRR: 12.00)
Current run rate: 7.67

Momentum:
Last over: 8
Last 3 overs: 18 runs, 1 wickets
Last 5 overs: Dot% 30% | Boundary% 17%

Batters:
SK Raina (chase SR 132, death SR 220)
RA Jadeja (chase SR 95, death SR 90)
Partnership: 14b, 17r

Last over bowler: SP Narine (4/4 overs used, death econ 9.04, death wkts/ov 0.30)
Next over: different bowler.

Venue context (Eden Gardens):
Surface: balanced, medium boundaries
Chase rate: 60% (67 matches)
Avg 2nd inns: 149
Death RPO: 10.1
Dew: Medium evenings

Win probability for Chennai Super Kings?",approved,0.20,"This has become a difficult chase for Chennai Super Kings and they need the game to swing quickly back their way. Run rate pressure is severe here: they need 12.00, but the innings has only run at 7.67 so far.",assistant_authored_gold_v1
gold_014,1178405,2019,15,late_tension,resources_but_work,high,11.2,8,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Sunrisers Hyderabad chasing 156 set by Delhi Capitals
Venue: Rajiv Gandhi International Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Sunrisers Hyderabad chose to field first

End of Over 15:
Score: 100/2 (90 balls faced)
Need: 56 off 30 (RRR: 11.20)
Current run rate: 6.67

Momentum:
Last over: 5
Last 3 overs: 20 runs, 0 wickets
Last 5 overs: Dot% 43% | Boundary% 7%

Batters:
DA Warner (chase SR 164, death SR 210)
RK Bhui (chase SR 126, death SR 161) (career data limited)
Partnership: 20b, 22r

Last over bowler: A Mishra (3/4 overs used, death econ 9.32, death wkts/ov 0.14)
Next over: different bowler.

Venue context (Rajiv Gandhi International Stadium):
Surface: balanced, medium boundaries
Chase rate: 58% (55 matches)
Avg 2nd inns: 150
Death RPO: 9.5
Dew: Low evenings

Win probability for Sunrisers Hyderabad?",approved,0.57,"This is still finely balanced for Sunrisers Hyderabad, and the next phase should decide who is really ahead. Resources are still intact with 8 wickets left, so Sunrisers Hyderabad can keep attacking instead of just surviving. The equation is the biggest issue: 56 off 30 means 11.20 an over, far above the current 6.67.",assistant_authored_gold_v1
gold_015,1178421,2019,15,late_tension,balanced_chase,high,12.400000000000002,5,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Royal Challengers Bengaluru chasing 188 set by Delhi Capitals
Venue: Arun Jaitley Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Delhi Capitals chose to bat first

End of Over 15:
Score: 126/5 (90 balls faced)
Need: 62 off 30 (RRR: 12.40)
Current run rate: 8.40

Momentum:
Last over: 11
Last 3 overs: 19 runs, 2 wickets
Last 5 overs: Dot% 23% | Boundary% 7%

Batters:
MP Stoinis (chase SR 126, death SR 161) (career data limited)
Gurkeerat Singh (chase SR 126, death SR 161) (career data limited)
Partnership: 12b, 15r

Last over bowler: A Mishra (4/4 overs used, death econ 9.32, death wkts/ov 0.14)
Next over: different bowler.

Venue context (Arun Jaitley Stadium):
Surface: batting-friendly, medium boundaries
Chase rate: 52% (63 matches)
Avg 2nd inns: 152
Death RPO: 9.3
Dew: Low evenings

Win probability for Royal Challengers Bengaluru?",approved,0.09,"This is almost gone for Royal Challengers Bengaluru unless something very unusual happens immediately. The equation is the biggest issue: 62 off 30 means 12.40 an over, far above the current 8.40. The innings has taken recent damage with 2 wickets in the last three overs, and that matters more than the raw target.",assistant_authored_gold_v1
gold_016,1181766,2019,15,late_tension,balanced_chase,high,10.4,5,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Delhi Capitals chasing 163 set by Sunrisers Hyderabad
Venue: Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Delhi Capitals chose to field first

End of Over 15:
Score: 111/5 (90 balls faced)
Need: 52 off 30 (RRR: 10.40)
Current run rate: 7.40

Momentum:
Last over: 0
Last 3 overs: 14 runs, 2 wickets
Last 5 overs: Dot% 50% | Boundary% 10%

Batters:
RR Pant (chase SR 126, death SR 161) (career data limited)
SE Rutherford (chase SR 126, death SR 161) (career data limited)
Partnership: 2b, 0r

Last over bowler: Rashid Khan (4/4 overs used, death econ 6.78, death wkts/ov 0.47)
Next over: different bowler.

Venue context (Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium):
Limited IPL history (9 matches); venue stats are estimated.
Surface prior: balanced, medium boundaries
Chase rate: ~44%
Avg 2nd inns: ~134
Death RPO: ~7.5
Dew: Medium evenings

Win probability for Delhi Capitals?",approved,0.20,"Delhi Capitals are under heavy pressure now and need something out of the ordinary from this position. They still need a clear gear change: 10.40 required is a fair step above the present 7.40. The innings has taken recent damage with 2 wickets in the last three overs, and that matters more than the raw target. Venue history is a mild drag as well because chases have not been especially easy here.",assistant_authored_gold_v1
gold_017,1178403,2019,16,late_tension,death_overs_tension,high,11.0,8,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Royal Challengers Bengaluru chasing 174 set by Punjab Kings
Venue: Punjab Cricket Association IS Bindra Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Royal Challengers Bengaluru chose to field first

End of Over 16:
Score: 130/2 (96 balls faced)
Need: 44 off 24 (RRR: 11.00)
Current run rate: 8.12

Momentum:
Last over: 4
Last 3 overs: 13 runs, 1 wickets
Last 5 overs: Dot% 27% | Boundary% 7%

Batters:
AB de Villiers (chase SR 162, death SR 223)
MP Stoinis (chase SR 126, death SR 161) (career data limited)
Partnership: 3b, 2r

Last over bowler: Mohammed Shami (3/4 overs used, death econ 11.68, death wkts/ov 0.52)
Next over: different bowler.

Venue context (Punjab Cricket Association IS Bindra Stadium):
Surface: balanced, medium boundaries
Chase rate: 57% (49 matches)
Avg 2nd inns: 156
Death RPO: 10.5
Dew: Low evenings

Win probability for Royal Challengers Bengaluru?",approved,0.69,"Royal Challengers Bengaluru have the edge, but this chase is not secure yet. AB de Villiers also give them real late-overs hitting if this chase goes deep. 8 wickets in hand gives them room to be proactive rather than desperate. The venue's usual death-over scoring does give the batting side some hope if the chase reaches the final overs intact.",assistant_authored_gold_v1
gold_018,1178407,2019,16,late_tension,balanced_chase,high,14.0,7,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Rajasthan Royals chasing 183 set by Punjab Kings
Venue: Punjab Cricket Association IS Bindra Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Rajasthan Royals chose to field first

End of Over 16:
Score: 127/3 (96 balls faced)
Need: 56 off 24 (RRR: 14.00)
Current run rate: 7.94

Momentum:
Last over: 5
Last 3 overs: 18 runs, 1 wickets
Last 5 overs: Dot% 23% | Boundary% 7%

Batters:
AM Rahane (chase SR 117, death SR 141)
NEW_BATTER_PENDING
Partnership: 0b, 0r

Last over bowler: R Ashwin (4/4 overs used, death econ 10.89, death wkts/ov 0.55)
Next over: different bowler.

Venue context (Punjab Cricket Association IS Bindra Stadium):
Surface: balanced, medium boundaries
Chase rate: 57% (49 matches)
Avg 2nd inns: 156
Death RPO: 10.5
Dew: Low evenings

Win probability for Rajasthan Royals?",approved,0.11,"Rajasthan Royals are deep in trouble here and only a freak finish really changes the picture now. The equation is the biggest issue: 56 off 24 means 14.00 an over, far above the current 7.94. The chase also resets slightly here because the next over starts with a fresh batter at the crease.",assistant_authored_gold_v1
gold_019,1181768,2019,18,late_tension,balanced_chase,high,9.0,6,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Chennai Super Kings chasing 150 set by Mumbai Indians
Venue: Rajiv Gandhi International Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Mumbai Indians chose to bat first

End of Over 18:
Score: 132/4 (108 balls faced)
Need: 18 off 12 (RRR: 9.00)
Current run rate: 7.33

Momentum:
Last over: 20
Last 3 overs: 44 runs, 0 wickets
Last 5 overs: Dot% 33% | Boundary% 23%

Batters:
SR Watson (chase SR 140, death SR 202)
DJ Bravo (chase SR 147, death SR 184)
Partnership: 32b, 50r

Last over bowler: KH Pandya (3/4 overs used, death econ 5.00, death wkts/ov 1.26)
Next over: different bowler.

Venue context (Rajiv Gandhi International Stadium):
Surface: balanced, medium boundaries
Chase rate: 58% (55 matches)
Avg 2nd inns: 150
Death RPO: 9.5
Dew: Low evenings

Win probability for Chennai Super Kings?",approved,0.90,"Chennai Super Kings have the upper hand now, with the chase leaning their way more often than not. They have at least kept the chase moving, scoring 44 in the last three overs instead of drifting. The current partnership is important here because SR Watson and DJ Bravo have already built enough of a base to attack from.",assistant_authored_gold_v1
gold_020,1178404,2019,19,late_tension,balanced_chase,high,8.0,5,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Chennai Super Kings chasing 162 set by Kolkata Knight Riders
Venue: Eden Gardens
Match type: Evening (7:30 PM IST, dew likely)
Toss: Chennai Super Kings chose to field first

End of Over 19:
Score: 154/5 (114 balls faced)
Need: 8 off 6 (RRR: 8.00)
Current run rate: 8.11

Momentum:
Last over: 16
Last 3 overs: 33 runs, 0 wickets
Last 5 overs: Dot% 27% | Boundary% 20%

Batters:
RA Jadeja (chase SR 95, death SR 90)
SK Raina (chase SR 132, death SR 220)
Partnership: 20b, 33r

Last over bowler: HF Gurney (4/4 overs used, death econ 10.77, death wkts/ov 0.49) (career data limited)
Next over: different bowler.

Venue context (Eden Gardens):
Surface: balanced, medium boundaries
Chase rate: 60% (67 matches)
Avg 2nd inns: 149
Death RPO: 10.1
Dew: Medium evenings

Win probability for Chennai Super Kings?",approved,0.92,"Chennai Super Kings are very strong favorites from here: 8 off 6 with 5 wickets left is a position they should finish almost every time. Recent scoring gives them a pulse here: 33 off the last three overs has stopped the equation from running away. This ground in an evening game usually gives chasers a fair shot, which helps a little around the margins.",assistant_authored_gold_v1
gold_021,1216510,2020,3,easy,resources_but_work,medium,11.882352941176473,7,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Royal Challengers Bengaluru chasing 207 set by Punjab Kings
Venue: Dubai International Cricket Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Royal Challengers Bengaluru chose to field first

End of Over 3:
Score: 5/3 (18 balls faced)
Need: 202 off 102 (RRR: 11.88)
Current run rate: 1.67

Momentum:
Last over: 1
Last 3 overs: 5 runs, 3 wickets
Last 5 overs: Dot% 72% | Boundary% 0%

Batters:
AJ Finch (chase SR 153, death SR 172)
AB de Villiers (chase SR 151, death SR 238)
Partnership: 2b, 1r

Last over bowler: SS Cottrell (2/4 overs used, death econ 11.04, death wkts/ov 0.49) (career data limited)
Next over: different bowler.

Venue context (Dubai International Cricket Stadium):
Limited IPL history (7 matches); venue stats are estimated.
Surface prior: balanced, medium boundaries
Chase rate: ~57%
Avg 2nd inns: ~146
Death RPO: ~10.9
Dew: Low evenings

Win probability for Royal Challengers Bengaluru?",approved,0.08,"It is still early enough for Royal Challengers Bengaluru to recover, but the chase has already started badly. The equation is the biggest issue: 202 off 102 means 11.88 an over, far above the current 1.67. The chase has lost shape recently, with 3 wickets in the last three overs and a 72% dot-ball share across the last five.",assistant_authored_gold_v1
gold_022,1216521,2020,7,easy,cruise_control,medium,3.9230769230769234,10,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Mumbai Indians chasing 115 set by Chennai Super Kings
Venue: Sharjah Cricket Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Mumbai Indians chose to field first

End of Over 7:
Score: 64/0 (42 balls faced)
Need: 51 off 78 (RRR: 3.92)
Current run rate: 9.14

Momentum:
Last over: 12
Last 3 overs: 34 runs, 0 wickets
Last 5 overs: Dot% 40% | Boundary% 27%

Batters:
Ishan Kishan (chase SR 126, death SR 160) (career data limited)
Q de Kock (chase SR 126, death SR 160) (career data limited)
Partnership: 42b, 64r

Last over bowler: SN Thakur (1/4 overs used, death econ 10.99, death wkts/ov 0.47)
Next over: different bowler.

Venue context (Sharjah Cricket Stadium):
Limited IPL history (6 matches); venue stats are estimated.
Surface prior: batting-friendly, short boundaries
Chase rate: ~67%
Avg 2nd inns: ~147
Death RPO: ~10.5
Dew: Low evenings

Win probability for Mumbai Indians?",approved,0.99,"Mumbai Indians should close this chase out from here unless they create a collapse for themselves. Run rate is under control: they only need 3.92 and are already moving at 9.14. Resources are still intact with 10 wickets left, so Mumbai Indians can keep attacking instead of just surviving.",assistant_authored_gold_v1
gold_023,1216500,2020,19,easy,near_collapse,medium,49.0,2,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Rajasthan Royals chasing 185 set by Delhi Capitals
Venue: Sharjah Cricket Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Rajasthan Royals chose to field first

End of Over 19:
Score: 136/8 (114 balls faced)
Need: 49 off 6 (RRR: 49.00)
Current run rate: 7.16

Momentum:
Last over: 7
Last 3 overs: 29 runs, 1 wickets
Last 5 overs: Dot% 33% | Boundary% 17%

Batters:
R Tewatia (chase SR 126, death SR 160) (career data limited)
Kartik Tyagi (chase SR 126, death SR 160) (career data limited)
Partnership: 10b, 15r

Last over bowler: A Nortje (4/4 overs used, death econ 11.04, death wkts/ov 0.49) (career data limited)
Next over: different bowler.

Venue context (Sharjah Cricket Stadium):
Limited IPL history (6 matches); venue stats are estimated.
Surface prior: batting-friendly, short boundaries
Chase rate: ~67%
Avg 2nd inns: ~147
Death RPO: ~10.5
Dew: Low evenings

Win probability for Rajasthan Royals?",approved,0.01,"This is almost gone for Rajasthan Royals unless something very unusual happens immediately. The equation is the biggest issue: 49 off 6 means 49.00 an over, far above the current 7.16. The lack of batting cushion is huge now: with 2 wickets left, every high-risk shot carries real collapse cost.",assistant_authored_gold_v1
gold_024,1216501,2020,19,easy,balanced_chase,medium,26.0,5,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Chennai Super Kings chasing 168 set by Kolkata Knight Riders
Venue: Sheikh Zayed Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Kolkata Knight Riders chose to bat first

End of Over 19:
Score: 142/5 (114 balls faced)
Need: 26 off 6 (RRR: 26.00)
Current run rate: 7.47

Momentum:
Last over: 10
Last 3 overs: 18 runs, 2 wickets
Last 5 overs: Dot% 37% | Boundary% 17%

Batters:
KM Jadhav (chase SR 96, death SR 83)
RA Jadeja (chase SR 117, death SR 140)
Partnership: 11b, 13r

Last over bowler: SP Narine (4/4 overs used, death econ 9.80, death wkts/ov 0.20)
Next over: different bowler.

Venue context (Sheikh Zayed Stadium):
Limited IPL history (5 matches); venue stats are estimated.
Surface prior: balanced, medium boundaries
Chase rate: ~60%
Avg 2nd inns: ~129
Death RPO: ~8.5
Dew: Low evenings

Win probability for Chennai Super Kings?",approved,0.01,"Chennai Super Kings are deep in trouble here and only a freak finish really changes the picture now. The equation is the biggest issue: 26 off 6 means 26.00 an over, far above the current 7.47. The recent wickets are a major problem: 2 down in the last three overs has disrupted the chase badly.",assistant_authored_gold_v1
gold_025,1216527,2020,19,easy,balanced_chase,medium,2.0,5,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Rajasthan Royals chasing 224 set by Punjab Kings
Venue: Sharjah Cricket Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Rajasthan Royals chose to field first

End of Over 19:
Score: 222/5 (114 balls faced)
Need: 2 off 6 (RRR: 2.00)
Current run rate: 11.68

Momentum:
Last over: 19
Last 3 overs: 61 runs, 3 wickets
Last 5 overs: Dot% 27% | Boundary% 47%

Batters:
JC Archer (chase SR 126, death SR 160) (career data limited)
NEW_BATTER_PENDING
Partnership: 0b, 0r

Last over bowler: Mohammed Shami (4/4 overs used, death econ 10.13, death wkts/ov 0.73)
Next over: different bowler.

Venue context (Sharjah Cricket Stadium):
Limited IPL history (6 matches); venue stats are estimated.
Surface prior: batting-friendly, short boundaries
Chase rate: ~67%
Avg 2nd inns: ~147
Death RPO: ~10.5
Dew: Low evenings

Win probability for Rajasthan Royals?",approved,0.98,"Rajasthan Royals are very strong favorites from here: 2 off 6 with 5 wickets left is a position they should finish almost every time. Run rate is under control: they only need 2.00 and are already moving at 11.68. The bowling side now has to move away from Mohammed Shami, which slightly improves the batting side's next-over outlook.",assistant_authored_gold_v1
gold_026,1216541,2020,5,interesting,resources_but_work,high,10.066666666666666,8,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Rajasthan Royals chasing 196 set by Mumbai Indians
Venue: Sheikh Zayed Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Mumbai Indians chose to bat first

End of Over 5:
Score: 45/2 (30 balls faced)
Need: 151 off 90 (RRR: 10.07)
Current run rate: 9.00

Momentum:
Last over: 4
Last 3 overs: 32 runs, 1 wickets
Last 5 overs: Dot% 50% | Boundary% 27%

Batters:
BA Stokes (chase SR 126, death SR 160) (career data limited)
SV Samson (chase SR 135, death SR 140)
Partnership: 2b, 1r

Last over bowler: JL Pattinson (2/4 overs used, death econ 11.04, death wkts/ov 0.49) (career data limited)
Next over: different bowler.

Venue context (Sheikh Zayed Stadium):
Limited IPL history (5 matches); venue stats are estimated.
Surface prior: balanced, medium boundaries
Chase rate: ~60%
Avg 2nd inns: ~129
Death RPO: ~8.5
Dew: Low evenings

Win probability for Rajasthan Royals?",approved,0.29,"It is still early enough for Rajasthan Royals to recover, but the chase has already started badly. The rate is workable rather than easy: 10.07 still leaves little room for a quiet over.",assistant_authored_gold_v1
gold_027,1216525,2020,7,interesting,resources_but_work,high,10.76923076923077,8,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Chennai Super Kings chasing 170 set by Royal Challengers Bengaluru
Venue: Dubai International Cricket Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Royal Challengers Bengaluru chose to bat first

End of Over 7:
Score: 30/2 (42 balls faced)
Need: 140 off 78 (RRR: 10.77)
Current run rate: 4.29

Momentum:
Last over: 4
Last 3 overs: 11 runs, 1 wickets
Last 5 overs: Dot% 50% | Boundary% 7%

Batters:
AT Rayudu (chase SR 104, death SR 92)
N Jagadeesan (chase SR 126, death SR 160) (career data limited)
Partnership: 8b, 5r

Last over bowler: YS Chahal (1/4 overs used, death econ 11.46, death wkts/ov 0.47)
Next over: different bowler.

Venue context (Dubai International Cricket Stadium):
Limited IPL history (7 matches); venue stats are estimated.
Surface prior: balanced, medium boundaries
Chase rate: ~57%
Avg 2nd inns: ~146
Death RPO: ~10.9
Dew: Low evenings

Win probability for Chennai Super Kings?",approved,0.15,"Chennai Super Kings are under heavy pressure now and need something out of the ordinary from this position. Run rate pressure is severe here: they need 10.77, but the innings has only run at 4.29 so far.",assistant_authored_gold_v1
